name,launch date,source,tdp (W),cores,threads
Embedded G-Series T56N  - AMD,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t56n,18.0,2,2.0
EPYC 7232P  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7232p,120.0,8,16.0
EPYC 7251  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7251,120.0,8,16.0
EPYC 7252  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7252,120.0,8,16.0
EPYC 7261  - AMD,2018-06-14,https://en.wikichip.org/wiki/amd/epyc/7261,155.0,8,16.0
EPYC 7262  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7262,155.0,8,16.0
EPYC 7272  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7272,120.0,12,24.0
EPYC 7281  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7281,155.0,16,32.0
EPYC 7282  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7282,120.0,16,32.0
EPYC 72F3  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/72f3,180.0,8,16.0
EPYC 7301  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7301,155.0,16,32.0
EPYC 7302  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7302,155.0,16,32.0
EPYC 7302P  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7302p,155.0,16,32.0
EPYC 7313  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7313,155.0,16,32.0
EPYC 7313P  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7313p,155.0,16,32.0
EPYC 7343  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7343,190.0,16,32.0
EPYC 7351  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7351,155.0,16,32.0
EPYC 7351P  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7351p,155.0,16,32.0
EPYC 7352  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7352,155.0,24,48.0
EPYC 7371  - AMD,2019-01-01,https://en.wikichip.org/wiki/amd/epyc/7371,200.0,16,32.0
EPYC 73F3  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/73f3,240.0,16,32.0
EPYC 7401  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7401,155.0,24,48.0
EPYC 7401P  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7401p,155.0,24,48.0
EPYC 7402  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7402,180.0,24,48.0
EPYC 7402P  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7402p,180.0,24,48.0
EPYC 7413  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7413,180.0,24,48.0
EPYC 7443  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7443,200.0,24,48.0
EPYC 7443P  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7443p,200.0,24,48.0
EPYC 7451  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7451,180.0,24,48.0
EPYC 7452  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7452,155.0,32,64.0
EPYC 7453  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7453,225.0,28,56.0
EPYC 74F3  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/74f3,240.0,24,48.0
EPYC 7501  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7501,155.0,32,64.0
EPYC 7502  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7502,180.0,32,64.0
EPYC 7502P  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7502p,180.0,32,64.0
EPYC 7513  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7513,200.0,32,64.0
EPYC 7532  - AMD,2020-02-19,https://en.wikichip.org/wiki/amd/epyc/7532,200.0,32,64.0
EPYC 7542  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7542,225.0,32,64.0
EPYC 7543  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7543,225.0,32,64.0
EPYC 7543P  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7543p,225.0,32,64.0
EPYC 7551  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7551,180.0,32,64.0
EPYC 7551P  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7551p,180.0,32,64.0
EPYC 7552  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7552,200.0,48,96.0
EPYC 75F3  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/75f3,280.0,32,64.0
EPYC 7601  - AMD,2017-06-20,https://en.wikichip.org/wiki/amd/epyc/7601,180.0,32,64.0
EPYC 7642  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7642,225.0,48,96.0
EPYC 7643  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7643,225.0,48,96.0
EPYC 7662  - AMD,2020-02-19,https://en.wikichip.org/wiki/amd/epyc/7662,225.0,64,128.0
EPYC 7663  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7663,240.0,56,112.0
EPYC 7702  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7702,200.0,64,128.0
EPYC 7702P  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7702p,200.0,64,128.0
EPYC 7713  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7713,225.0,64,128.0
EPYC 7713P  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7713p,225.0,64,128.0
EPYC 7742  - AMD,2019-08-07,https://en.wikichip.org/wiki/amd/epyc/7742,225.0,64,128.0
EPYC 7763  - AMD,2021-03-15,https://en.wikichip.org/wiki/amd/epyc/7763,280.0,64,128.0
EPYC 7F32  - AMD,2020-04-14,https://en.wikichip.org/wiki/amd/epyc/7f32,180.0,8,16.0
EPYC 7F52  - AMD,2020-04-14,https://en.wikichip.org/wiki/amd/epyc/7f52,240.0,16,32.0
EPYC 7F72  - AMD,2020-04-14,https://en.wikichip.org/wiki/amd/epyc/7f72,240.0,24,48.0
EPYC 7H12  - AMD,2019-09-18,https://en.wikichip.org/wiki/amd/epyc/7h12,280.0,64,128.0
EPYC 9124  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9124,200.0,16,32.0
EPYC 9174F  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9174f,320.0,16,32.0
EPYC 9224  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9224,200.0,24,48.0
EPYC 9254  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9254,200.0,24,48.0
EPYC 9274F  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9274f,320.0,24,48.0
EPYC 9334  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9334,210.0,32,64.0
EPYC 9354  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9354,280.0,32,64.0
EPYC 9354P  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9354p,280.0,32,64.0
EPYC 9374F  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9374f,320.0,32,64.0
EPYC 9454  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9454,290.0,48,96.0
EPYC 9454P  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9454p,290.0,48,96.0
EPYC 9474F  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9474f,360.0,48,96.0
EPYC 9534  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9534,280.0,64,128.0
EPYC 9554  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9554,360.0,64,128.0
EPYC 9554P  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9554p,360.0,64,128.0
EPYC 9634  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9634,290.0,84,168.0
EPYC 9654  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9654,360.0,96,192.0
EPYC 9654P  - AMD,2022-11-10,https://en.wikichip.org/wiki/amd/epyc/9654p,360.0,96,192.0
EPYC Embedded 3101  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3101,35.0,4,4.0
EPYC Embedded 3151  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3151,45.0,4,8.0
EPYC Embedded 3201  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3201,30.0,8,8.0
EPYC Embedded 3251  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3251,55.0,8,16.0
EPYC Embedded 3255  - AMD,,https://en.wikichip.org/wiki/amd/epyc_embedded/3255,55.0,8,16.0
EPYC Embedded 3301  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3301,65.0,12,12.0
EPYC Embedded 3351  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3351,80.0,12,24.0
EPYC Embedded 3401  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3401,85.0,16,16.0
EPYC Embedded 3451  - AMD,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3451,100.0,16,32.0
Exynos 7885  - Samsung,2018-02-13,https://en.wikichip.org/wiki/samsung/exynos/7885,8.0,8,8.0
Exynos 8895  - Samsung,2017-03-29,https://en.wikichip.org/wiki/samsung/exynos/8895,8.0,8,8.0
Exynos 9825  - Samsung,2019-01-01,https://en.wikichip.org/wiki/samsung/exynos/9825,5.0,8,8.0
Exynos 990  - Samsung,2020-01-01,https://en.wikichip.org/wiki/samsung/exynos/990,8.0,8,8.0
EyeQ1  - Mobileye,2008-01-01,https://en.wikichip.org/wiki/mobileye/eyeq/eyeq1,2.5,2,2.0
FSD Chip  - Tesla,2019-03-10,https://en.wikichip.org/wiki/tesla_(car_company)/fsd_chip,36.0,12,12.0
FT-1500A/16  - Phytium,2016-07-26,https://en.wikichip.org/wiki/phytium/feiteng/ft-1500a-16,35.0,16,16.0
FT-1500A/4  - Phytium,2016-07-26,https://en.wikichip.org/wiki/phytium/feiteng/ft-1500a-4,15.0,4,4.0
Core M 5Y10,2014-09-02,https://en.wikichip.org/wiki/intel/core_m/5y10,4.5,2,4.0
Core M 5Y10a,2014-09-02,https://en.wikichip.org/wiki/intel/core_m/5y10a,4.5,2,4.0
Core M 5Y10c,2015-01-01,https://en.wikichip.org/wiki/intel/core_m/5y10c,4.5,2,4.0
Core M 5Y31,2015-01-01,https://en.wikichip.org/wiki/intel/core_m/5y31,4.5,2,4.0
Core M 5Y51,2015-01-01,https://en.wikichip.org/wiki/intel/core_m/5y51,4.5,2,4.0
Core M 5Y70,2014-09-02,https://en.wikichip.org/wiki/intel/core_m/5y70,4.5,2,4.0
Core M 5Y71,2015-01-01,https://en.wikichip.org/wiki/intel/core_m/5y71,4.5,2,4.0
K6-2+/450ACZ  - AMD,2000-04-18,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2%2B-450acz,16.0,1,1.0
K6-2+/475ACZ  - AMD,2000-04-18,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2%2B-475acz,16.0,1,1.0
K6-2+/500ACZ  - AMD,2000-04-18,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2%2B-500acz,16.0,1,1.0
K6-2+/533ACZ  - AMD,2000-09-05,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2%2B-533acz,18.0,1,1.0
K6-2+/550ACZ  - AMD,2000-09-05,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2%2B-550acz,18.0,1,1.0
K6-2E+/350AUZ  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-350auz,7.5,1,1.0
K6-2E+/350IUZ  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-350iuz,7.5,1,1.0
K6-2E+/400ACR  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-400acr,16.5,1,1.0
K6-2E+/400ATZ  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-400atz,9.5,1,1.0
K6-2E+/400ICR  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-400icr,16.5,1,1.0
K6-2E+/400ITZ  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-400itz,9.5,1,1.0
K6-2E+/450ACR  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-450acr,17.5,1,1.0
K6-2E+/450APZ  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-450apz,12.0,1,1.0
K6-2E+/450ICR  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-450icr,17.5,1,1.0
K6-2E+/500ACR  - AMD,2000-09-25,https://en.wikichip.org/wiki/amd/k6-2%2B/k6-2e%2B-500acr,18.5,1,1.0
Kunpeng 916 (Hi1616)  - HiSilicon,2017-08-01,https://en.wikichip.org/wiki/hisilicon/kunpeng/hi1616,85.0,32,32.0
Kunpeng 920-3226  - HiSilicon,2019-04-26,https://en.wikichip.org/wiki/hisilicon/kunpeng/920-3226,120.0,32,32.0
Kunpeng 920-4826  - HiSilicon,2019-04-26,https://en.wikichip.org/wiki/hisilicon/kunpeng/920-4826,158.0,48,48.0
Kunpeng 920-6426  - HiSilicon,2019-01-07,https://en.wikichip.org/wiki/hisilicon/kunpeng/920-6426,195.0,64,64.0
Mobile Pentium II 233  - Intel,1998-04-02,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/233,9.0,1,1.0
Mobile Pentium II 266  - Intel,1998-04-02,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/266,10.3,1,1.0
Mobile Pentium II 266PE  - Intel,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/266pe,10.3,1,1.0
Mobile Pentium II 300  - Intel,1998-09-09,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/300,11.1,1,1.0
Mobile Pentium II 300PE  - Intel,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/300pe,11.6,1,1.0
Mobile Pentium II 333  - Intel,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/333,11.8,1,1.0
Mobile Pentium II 366  - Intel,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/366,13.1,1,1.0
Mobile Pentium II 400  - Intel,1999-06-14,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/400,13.1,1,1.0
NNP-I 1100  - Intel Nervana,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-i_1100,12.0,12,
NNP-I 1300  - Intel Nervana,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-i_1300,75.0,24,
NNP-T 1300  - Intel Nervana,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-t_1300,300.0,22,
NNP-T 1400  - Intel Nervana,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-t_1400,375.0,24,
Opteron A1120  - AMD,2016-01-01,https://en.wikichip.org/wiki/amd/opteron/a1120,25.0,4,
Opteron A1150  - AMD,2016-01-01,https://en.wikichip.org/wiki/amd/opteron/a1150,32.0,8,
Opteron A1170  - AMD,2016-01-01,https://en.wikichip.org/wiki/amd/opteron/a1170,32.0,8,
Pentium 4405U  - Intel,2015-11-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/4405u,15.0,2,4.0
Pentium 4405Y  - Intel,2015-11-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/4405y,6.0,2,4.0
Pentium 907  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/907,17.0,2,2.0
Pentium 917  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/917,17.0,2,2.0
Pentium 927  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/927,17.0,2,2.0
Pentium 957  - Intel,2011-06-13,https://en.wikichip.org/wiki/intel/pentium_(2009)/957,17.0,2,2.0
Pentium 967  - Intel,2011-10-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/967,17.0,2,2.0
Pentium 977  - Intel,2012-01-16,https://en.wikichip.org/wiki/intel/pentium_(2009)/977,17.0,2,2.0
Pentium 987  - Intel,2012-09-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/987,17.0,2,2.0
Pentium 997  - Intel,2012-09-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/997,17.0,2,2.0
Pentium B940  - Intel,2011-06-13,https://en.wikichip.org/wiki/intel/pentium_(2009)/b940,35.0,2,2.0
Pentium B950  - Intel,2011-06-13,https://en.wikichip.org/wiki/intel/pentium_(2009)/b950,35.0,2,2.0
Pentium B960  - Intel,2011-10-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/b960,35.0,2,2.0
Pentium B970  - Intel,2012-01-16,https://en.wikichip.org/wiki/intel/pentium_(2009)/b970,35.0,2,2.0
Pentium B980  - Intel,2012-09-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/b980,35.0,2,2.0
Pentium G4400  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4400,54.0,2,2.0
Pentium G4400T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4400t,35.0,2,2.0
Pentium G4400TE  - Intel,2015-12-09,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4400te,35.0,2,2.0
Pentium G4500  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4500,51.0,2,2.0
Pentium G4500T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4500t,35.0,2,2.0
Pentium G4520  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4520,51.0,2,2.0
Pentium G4560T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4560t,35.0,2,4.0
Pentium G4600T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/g4600t,35.0,2,4.0
Pentium Gold 4410Y  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/4410y,6.0,2,4.0
Pentium Gold 4415U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/4415u,15.0,2,4.0
Pentium Gold 4415Y  - Intel,2017-06-04,https://en.wikichip.org/wiki/intel/pentium_gold/4415y,6.0,2,4.0
Pentium Gold 5405U  - Intel,2019-01-01,https://en.wikichip.org/wiki/intel/pentium_gold/5405u,15.0,2,4.0
Pentium Gold G4560  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/g4560,54.0,2,4.0
Pentium Gold G4600  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/g4600,51.0,2,4.0
Pentium Gold G4620  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/g4620,51.0,2,4.0
Pentium Gold G5400  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/pentium_gold/g5400,54.0,2,4.0
Pentium Gold G5400T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/pentium_gold/g5400t,35.0,2,4.0
Pentium Gold G5420  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/pentium_gold/g5420,54.0,2,4.0
Pentium Gold G5420T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/pentium_gold/g5420t,35.0,2,4.0
Pentium Gold G5500  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/pentium_gold/g5500,54.0,2,4.0
Pentium Gold G5500T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/pentium_gold/g5500t,35.0,2,4.0
Pentium Gold G5600  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/pentium_gold/g5600,54.0,2,4.0
Pentium Gold G5600T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/pentium_gold/g5600t,35.0,2,4.0
Pentium Gold G5620  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/pentium_gold/g5620,54.0,2,4.0
FT-2000+/64  - Phytium,2019-01-01,https://en.wikichip.org/wiki/phytium/feiteng/ft-2000%2B-64,96.0,64,64.0
Pentium J3710  - Intel,2016-01-10,https://en.wikichip.org/wiki/intel/pentium_(2009)/j3710,6.5,4,4.0
Pentium J4205  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/pentium_(2009)/j4205,10.0,4,4.0
Pentium N3700  - Intel,2015-03-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/n3700,6.0,4,4.0
Pentium N3710  - Intel,2015-03-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/n3710,6.0,4,4.0
Pentium N4200  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/pentium_(2009)/n4200,6.0,4,4.0
Pentium P6000  - Intel,2010-06-20,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6000,35.0,2,2.0
Pentium P6100  - Intel,2010-09-26,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6100,35.0,2,2.0
Pentium P6200  - Intel,2010-09-26,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6200,35.0,2,2.0
Pentium P6300  - Intel,2011-01-11,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6300,35.0,2,2.0
Pentium Silver J5005  - Intel,2017-12-11,https://en.wikichip.org/wiki/intel/pentium_silver/j5005,10.0,4,4.0
Pentium Silver N5000  - Intel,2017-12-11,https://en.wikichip.org/wiki/intel/pentium_silver/n5000,6.0,4,4.0
Pentium U5400  - Intel,2010-05-25,https://en.wikichip.org/wiki/intel/pentium_(2009)/u5400,18.0,2,2.0
Pentium U5600  - Intel,2011-01-11,https://en.wikichip.org/wiki/intel/pentium_(2009)/u5600,18.0,2,2.0
FT-2000/64  - Phytium,2017-01-01,https://en.wikichip.org/wiki/phytium/feiteng/ft-2000-64,120.0,64,64.0
POWER9 02AA986  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02aa986,190.0,16,64.0
POWER9 02CY089  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy089,160.0,8,32.0
POWER9 02CY227  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy227,190.0,22,88.0
POWER9 02CY228  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy228,190.0,20,80.0
POWER9 02CY230  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy230,190.0,16,64.0
POWER9 02CY296  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy296,190.0,22,88.0
POWER9 02CY297  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy297,90.0,4,16.0
POWER9 02CY414  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy414,160.0,22,88.0
POWER9 02CY415  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy415,160.0,20,80.0
POWER9 02CY416  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy416,130.0,18,72.0
POWER9 02CY417  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy417,130.0,16,64.0
POWER9 02CY489  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy489,190.0,18,72.0
POWER9 02CY771  - IBM,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy771,105.0,12,48.0
Centriq 2434  - Qualcomm,2017-11-08,https://en.wikichip.org/wiki/qualcomm/centriq/2434,110.0,40,40.0
Centriq 2452  - Qualcomm,2017-11-08,https://en.wikichip.org/wiki/qualcomm/centriq/2452,120.0,46,46.0
Centriq 2460  - Qualcomm,2017-11-08,https://en.wikichip.org/wiki/qualcomm/centriq/2460,120.0,48,48.0
Snapdragon 865  - Qualcomm,2020-03-01,https://en.wikichip.org/wiki/qualcomm/snapdragon_800/865,10.0,8,8.0
Snapdragon 8cx  - Qualcomm,2019-03-01,https://en.wikichip.org/wiki/qualcomm/snapdragon_800/8cx,7.0,8,8.0
Ryzen 3 1200  - AMD,2017-07-27,https://en.wikichip.org/wiki/amd/ryzen_3/1200,65.0,4,4.0
Ryzen 3 1300X  - AMD,2017-07-27,https://en.wikichip.org/wiki/amd/ryzen_3/1300x,65.0,4,4.0
Ryzen 3 2200G  - AMD,2018-02-12,https://en.wikichip.org/wiki/amd/ryzen_3/2200g,65.0,4,4.0
Ryzen 3 2200GE  - AMD,2018-04-19,https://en.wikichip.org/wiki/amd/ryzen_3/2200ge,35.0,4,4.0
Ryzen 3 2200U  - AMD,2018-01-08,https://en.wikichip.org/wiki/amd/ryzen_3/2200u,15.0,2,4.0
Ryzen 3 2300U  - AMD,2018-01-08,https://en.wikichip.org/wiki/amd/ryzen_3/2300u,15.0,4,4.0
Ryzen 3 2300X  - AMD,2018-09-10,https://en.wikichip.org/wiki/amd/ryzen_3/2300x,65.0,4,4.0
Ryzen 3 3200G  - AMD,2019-07-07,https://en.wikichip.org/wiki/amd/ryzen_3/3200g,65.0,4,4.0
Ryzen 3 3200U  - AMD,2019-01-06,https://en.wikichip.org/wiki/amd/ryzen_3/3200u,15.0,2,4.0
Ryzen 3 3250U  - AMD,2020-01-06,https://en.wikichip.org/wiki/amd/ryzen_3/3250u,15.0,2,4.0
Ryzen 3 3300U  - AMD,2019-01-06,https://en.wikichip.org/wiki/amd/ryzen_3/3300u,15.0,4,4.0
Ryzen 3 4300G  - AMD,2020-07-21,https://en.wikichip.org/wiki/amd/ryzen_3/4300g,65.0,4,8.0
Ryzen 3 4300GE  - AMD,2020-07-21,https://en.wikichip.org/wiki/amd/ryzen_3/4300ge,35.0,4,8.0
Ryzen 3 4300U  - AMD,2020-01-06,https://en.wikichip.org/wiki/amd/ryzen_3/4300u,15.0,4,4.0
Ryzen 3 5300G  - AMD,2021-04-13,https://en.wikichip.org/wiki/amd/ryzen_3/5300g,65.0,4,8.0
Ryzen 3 5300GE  - AMD,2021-04-13,https://en.wikichip.org/wiki/amd/ryzen_3/5300ge,35.0,4,8.0
Ryzen 3 5300U  - AMD,2021-01-12,https://en.wikichip.org/wiki/amd/ryzen_3/5300u,15.0,4,8.0
Ryzen 3 5400U  - AMD,2021-01-12,https://en.wikichip.org/wiki/amd/ryzen_3/5400u,15.0,4,8.0
Ryzen 3 PRO 1200  - AMD,,https://en.wikichip.org/wiki/amd/ryzen_3/pro_1200,65.0,4,4.0
Ryzen 3 PRO 1300  - AMD,,https://en.wikichip.org/wiki/amd/ryzen_3/pro_1300,65.0,4,4.0
Ryzen 3 PRO 2200G  - AMD,2018-05-10,https://en.wikichip.org/wiki/amd/ryzen_3/pro_2200g,65.0,4,4.0
Ryzen 3 PRO 2200GE  - AMD,2018-05-10,https://en.wikichip.org/wiki/amd/ryzen_3/pro_2200ge,35.0,4,4.0
Ryzen 3 PRO 2300U  - AMD,2018-01-08,https://en.wikichip.org/wiki/amd/ryzen_3/pro_2300u,15.0,4,4.0
Ryzen 3 PRO 3200G  - AMD,2019-09-30,https://en.wikichip.org/wiki/amd/ryzen_3/pro_3200g,65.0,4,4.0
